X,Y,Condition
50.0,0.23759151223307168,t0
25.0,0.28324462795635236,t0
12.5,0.3566115600696471,t0
6.25,0.49049198432499885,t0
3.125,0.5931286649270058,t0
1.5625,0.6996224493434594,t0
0.78125,0.7727195890168046,t0
0.390625,0.8292900724864157,t0
0.1953125,0.8771842446369971,t0
0.09765625,0.8812245746472658,t0
0.048828125,0.8861782198806136,t0
0.0244140625,0.8783341399321748,t0
0.01220703125,0.8715955698574385,t0
0.006103515625,0.890924576223487,t0
0.0030517578125,0.8982351186842169,t0
0.00152587890625,1.0144516283169829,t0
50.0,0.19588017138884856,+Condition t0
25.0,0.23346014772808782,+Condition t0
12.5,0.308800969137559,+Condition t0
6.25,0.4185158120354625,+Condition t0
3.125,0.5822768005839519,+Condition t0
1.5625,0.6716509015237799,+Condition t0
0.78125,0.791085960175967,+Condition t0
0.390625,0.8297266068850362,+Condition t0
0.1953125,0.8929622761851898,+Condition t0
0.09765625,0.9048070320254306,+Condition t0
0.048828125,0.9070694494156414,+Condition t0
0.0244140625,0.9140563741538373,+Condition t0
0.01220703125,0.7925003744846034,+Condition t0
0.006103515625,0.9253469079940281,+Condition t0
0.0030517578125,0.9125057183506508,+Condition t0
0.00152587890625,0.9012803664710407,+Condition t0
50.0,0.2522429464319129,t_x
25.0,0.34233020238274803,t_x
12.5,0.4365989963501994,t_x
6.25,0.558407068244726,t_x
3.125,0.6786726619671507,t_x
1.5625,0.7788251286538466,t_x
0.78125,0.8182085340964007,t_x
0.390625,0.8399836226541704,t_x
0.1953125,0.8790147346517682,t_x
0.09765625,0.8775922533883328,t_x
0.048828125,0.8985449837115793,t_x
0.0244140625,0.8805238736193255,t_x
0.01220703125,0.8605321315118027,t_x
0.006103515625,0.8589265355689294,t_x
0.0030517578125,0.8699965025071457,t_x
0.00152587890625,0.9057157759137187,t_x
50.0,0.20937435541155017,+Condition t_x
25.0,0.23248436609370365,+Condition t_x
12.5,0.28641491789416795,+Condition t_x
6.25,0.45705242780738065,+Condition t_x
3.125,0.5934716097728303,+Condition t_x
1.5625,0.7327085592192836,+Condition t_x
0.78125,0.8252941546082645,+Condition t_x
0.390625,0.8881647424818851,+Condition t_x
0.1953125,0.9332740217513864,+Condition t_x
0.09765625,0.9282641965587926,+Condition t_x
0.048828125,0.9434689528948135,+Condition t_x
0.0244140625,0.9064076744292733,+Condition t_x
0.01220703125,0.9379210784969028,+Condition t_x
0.006103515625,0.9267251695245434,+Condition t_x
0.0030517578125,0.9214254423309168,+Condition t_x
0.00152587890625,0.926690576505899,+Condition t_x
