X,Y,Condition
50.0,0.3265537226453538,t0
25.0,0.2986172413054772,t0
12.5,0.32707171779138794,t0
6.25,0.30184253316868215,t0
3.125,0.28325203552345074,t0
1.5625,0.2881119929560253,t0
0.78125,0.191875276546193,t0
0.390625,0.28223732292532694,t0
0.1953125,0.29283966623851143,t0
0.09765625,0.31607170038757204,t0
0.048828125,0.27034736801849313,t0
0.0244140625,0.2723563696924592,t0
0.01220703125,0.30785654936519835,t0
0.006103515625,0.2791891212168493,t0
0.0030517578125,0.30949394176926404,t0
0.00152587890625,0.1690079776314827,t0
50.0,0.31855780881389834,+Condition t0
25.0,0.3031115714268091,+Condition t0
12.5,0.31657324004564963,+Condition t0
6.25,0.31723843707857685,+Condition t0
3.125,0.37638167782475396,+Condition t0
1.5625,0.3031442769827124,+Condition t0
0.78125,0.2804628436630854,+Condition t0
0.390625,0.33134444833143967,+Condition t0
0.1953125,0.3033702365580549,+Condition t0
0.09765625,0.33229184889154756,+Condition t0
0.048828125,0.3176675422636494,+Condition t0
0.0244140625,0.3073772493959331,+Condition t0
0.01220703125,0.3169755178809259,+Condition t0
0.006103515625,0.349020251202526,+Condition t0
0.0030517578125,0.25006028664899344,+Condition t0
0.00152587890625,0.3113876227026556,+Condition t0
50.0,0.31627816422915106,t_x
25.0,0.2933326238810119,t_x
12.5,0.2782086501338206,t_x
6.25,0.2953099003952072,t_x
3.125,0.5993731649317077,t_x
1.5625,0.30082649430121333,t_x
0.78125,0.3041361682670248,t_x
0.390625,0.34874462324859035,t_x
0.1953125,0.5041056081908867,t_x
0.09765625,0.2907581776731675,t_x
0.048828125,0.31695416904901913,t_x
0.0244140625,0.3018584352729935,t_x
0.01220703125,0.3043127232391981,t_x
0.006103515625,0.31370651298830765,t_x
0.0030517578125,0.32238342233950784,t_x
0.00152587890625,0.3032148303223197,t_x
50.0,0.30183040356346413,+Condition t_x
25.0,0.3116155419065959,+Condition t_x
12.5,0.29886433611214613,+Condition t_x
6.25,0.2965918483767159,+Condition t_x
3.125,0.2844103520654916,+Condition t_x
1.5625,0.30860602717915103,+Condition t_x
0.78125,0.390391454052887,+Condition t_x
0.390625,0.31331170472626857,+Condition t_x
0.1953125,0.4853692076665873,+Condition t_x
0.09765625,0.3073306281447446,+Condition t_x
0.048828125,0.29427502532888616,+Condition t_x
0.0244140625,0.3090793115861739,+Condition t_x
0.01220703125,0.29382653888907173,+Condition t_x
0.006103515625,0.23237331451512816,+Condition t_x
0.0030517578125,0.2633718783156975,+Condition t_x
0.00152587890625,0.2932878526376271,+Condition t_x
