X,Y,Condition
50.0,0.08432133312958055,t0
25.0,0.06429901921370888,t0
12.5,0.08834901986919531,t0
6.25,0.05063186884785744,t0
3.125,0.07010536979513707,t0
1.5625,0.07644991518830621,t0
0.78125,0.08720567108289554,t0
0.390625,0.11306027474588262,t0
0.1953125,0.2643313206606812,t0
0.09765625,0.667797875645222,t0
0.048828125,0.9276778540414905,t0
0.0244140625,0.9917468934258813,t0
0.01220703125,1.0205306695141172,t0
0.006103515625,0.9612841391647249,t0
0.0030517578125,0.9964157518212927,t0
0.00152587890625,1.0026431580288864,t0
50.0,0.06418950961473271,+Condition t0
25.0,0.08295200469008579,+Condition t0
12.5,0.09554651778585631,+Condition t0
6.25,0.0661981163246936,+Condition t0
3.125,0.1623166824948582,+Condition t0
1.5625,0.07722823084939001,+Condition t0
0.78125,0.08092821459233844,+Condition t0
0.390625,0.08216790746836386,+Condition t0
0.1953125,0.1632616871523666,+Condition t0
0.09765625,0.5210244577887588,+Condition t0
0.048828125,0.9246875742956789,+Condition t0
0.0244140625,1.056797618996546,+Condition t0
0.01220703125,1.0652293246913658,+Condition t0
0.006103515625,1.056283044801624,+Condition t0
0.0030517578125,1.076120844788794,+Condition t0
0.00152587890625,1.0565801701993516,+Condition t0
50.0,0.07733157680963133,t_x
25.0,0.08060296063905235,t_x
12.5,0.0737459766955962,t_x
6.25,0.08903656800855617,t_x
3.125,0.0701216264546139,t_x
1.5625,0.09118760946783216,t_x
0.78125,0.10111521422910456,t_x
0.390625,0.14442463015499013,t_x
0.1953125,0.5019983563695309,t_x
0.09765625,0.8614419407065975,t_x
0.048828125,0.976841348386745,t_x
0.0244140625,0.9702916179457298,t_x
0.01220703125,0.9978956250168183,t_x
0.006103515625,0.9822265898193104,t_x
0.0030517578125,0.992191465919048,t_x
0.00152587890625,1.0226623394912524,t_x
50.0,0.07087654443927781,+Condition t_x
25.0,0.08029504561201772,+Condition t_x
12.5,0.06905102046542966,+Condition t_x
6.25,0.07396030733605832,+Condition t_x
3.125,0.08281335273165068,+Condition t_x
1.5625,0.09044645674256813,+Condition t_x
0.78125,0.085924279955247,+Condition t_x
0.390625,0.0633861497300641,+Condition t_x
0.1953125,0.11894557396649336,+Condition t_x
0.09765625,0.33702516439524516,+Condition t_x
0.048828125,0.8455985616236319,+Condition t_x
0.0244140625,1.0706963828320852,+Condition t_x
0.01220703125,1.1782071226082733,+Condition t_x
0.006103515625,1.070728088470606,+Condition t_x
0.0030517578125,1.0888191729251584,+Condition t_x
0.00152587890625,1.0562712651027961,+Condition t_x
