X,Y,Condition
50.0,0.11510612467726028,t0
25.0,0.12281753420405633,t0
12.5,0.13733257452723682,t0
6.25,0.17455686056622258,t0
3.125,0.21555748841137598,t0
1.5625,0.2962075155301187,t0
0.78125,0.3963551360917884,t0
0.390625,0.541827140969047,t0
0.1953125,0.6858424759477494,t0
0.09765625,0.7828483715333189,t0
0.048828125,0.8662645607008809,t0
0.0244140625,0.8936664303169356,t0
0.01220703125,0.9200316070015577,t0
0.006103515625,0.9318255069166466,t0
0.0030517578125,0.9258053359104692,t0
0.00152587890625,0.9541504206717868,t0
50.0,0.1286053268953273,+Condition t0
25.0,0.13254697673169566,+Condition t0
12.5,0.05888469047154221,+Condition t0
6.25,0.15217054523614845,+Condition t0
3.125,0.17971656267981187,+Condition t0
1.5625,0.2378389216927187,+Condition t0
0.78125,0.3108680624505437,+Condition t0
0.390625,0.43920323193413885,+Condition t0
0.1953125,0.5864374920518467,+Condition t0
0.09765625,0.7251310783931049,+Condition t0
0.048828125,0.845092139969255,+Condition t0
0.0244140625,0.8903607805844234,+Condition t0
0.01220703125,0.9343832107149577,+Condition t0
0.006103515625,0.9788526775817444,+Condition t0
0.0030517578125,0.9642975523570645,+Condition t0
0.00152587890625,0.9858455532309564,+Condition t0
50.0,0.12841759702361383,t_x
25.0,0.13165031033494756,t_x
12.5,0.15641683691478217,t_x
6.25,0.20334166756064265,t_x
3.125,0.2405254978601496,t_x
1.5625,0.3596816591258055,t_x
0.78125,0.4860975958138276,t_x
0.390625,0.6121377682284901,t_x
0.1953125,0.7154812071891324,t_x
0.09765625,0.8165323649943576,t_x
0.048828125,0.8563783039777553,t_x
0.0244140625,0.8944818221958466,t_x
0.01220703125,0.9253782539305544,t_x
0.006103515625,0.9365166185123804,t_x
0.0030517578125,0.9126746073798945,t_x
0.00152587890625,0.9027739311055181,t_x
50.0,0.137481197123486,+Condition t_x
25.0,0.1379806433480774,+Condition t_x
12.5,0.14387467087194047,+Condition t_x
6.25,0.17382873290163514,+Condition t_x
3.125,0.18579272304482483,+Condition t_x
1.5625,0.255385175792011,+Condition t_x
0.78125,0.6165441123510593,+Condition t_x
0.390625,0.497740959578142,+Condition t_x
0.1953125,0.6355977400612022,+Condition t_x
0.09765625,0.7924904312910781,+Condition t_x
0.048828125,0.8736682635608478,+Condition t_x
0.0244140625,0.9123391081052185,+Condition t_x
0.01220703125,0.9505687826828945,+Condition t_x
0.006103515625,0.9871277491756679,+Condition t_x
0.0030517578125,1.0036847485226652,+Condition t_x
0.00152587890625,1.0254977023737841,+Condition t_x
